Samples ,Samples (s),Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Power (mW),Unix Time (ms),Time (s),T [Jedha] Rydberg Table,std,mean,c.v. (%)
907,9070, 5/16/2024, 21:10:12.283,0.28732,907.9312,,,,,,
908,9080, 5/16/2024, 21:10:22.309,0.2873,907.868,,,,,,
909,9090, 5/16/2024, 21:10:32.333,0.28724,907.6784,,,,,,
910,9100, 5/16/2024, 21:10:42.346,0.28724,907.6784,,,,,,
911,9110, 5/16/2024, 21:10:52.374,0.28726,907.7416,,,,,,
912,9120, 5/16/2024, 21:11:02.400,0.28722,907.6152,,,,,,
913,9130, 5/16/2024, 21:11:12.420,0.28725,907.71,,,,,,
914,9140, 5/16/2024, 21:11:22.441,0.28727,907.7732,,,,,,
915,9150, 5/16/2024, 21:11:32.462,0.28729,907.8364,,,,,,
916,9160, 5/16/2024, 21:11:42.487,0.28721,907.5836,,,,,,
917,9170, 5/16/2024, 21:11:52.515,0.28726,907.7416,,,,,,
918,9180, 5/16/2024, 21:12:02.530,0.28724,907.6784,,,,,,
919,9190, 5/16/2024, 21:12:12.560,0.28721,907.5836,,,,,,
920,9200, 5/16/2024, 21:12:22.563,0.28725,907.71,,,,,,
921,9210, 5/16/2024, 21:12:32.591,0.28725,907.71,,,,,,
922,9220, 5/16/2024, 21:12:42.614,0.28726,907.7416,,,,,,
923,9230, 5/16/2024, 21:12:52.641,0.28719,907.5204,,,,,,
924,9240, 5/16/2024, 21:13:02.660,0.28727,907.7732,,,,,,
925,9250, 5/16/2024, 21:13:12.675,0.28723,907.6468,,,,,,
926,9260, 5/16/2024, 21:13:22.678,0.28724,907.6784,,,,,,
927,9270, 5/16/2024, 21:13:32.682,0.28725,907.71,,,,,,
928,9280, 5/16/2024, 21:13:42.694,0.28725,907.71,,,,,,
929,9290, 5/16/2024, 21:13:52.720,0.2873,907.868,,,,,,
930,9300, 5/16/2024, 21:14:02.723,0.28733,907.9628,,,,,,
931,9310, 5/16/2024, 21:14:12.729,0.28731,907.8996,,,,,,
932,9320, 5/16/2024, 21:14:22.731,0.2873,907.868,,,,,,
933,9330, 5/16/2024, 21:14:32.746,0.28733,907.9628,,,,,,
934,9340, 5/16/2024, 21:14:42.752,0.2873,907.868,,,,,,
935,9350, 5/16/2024, 21:14:52.757,0.28732,907.9312,,,,,,
936,9360, 5/16/2024, 21:15:02.768,0.28736,908.0576,,,,,,
937,9370, 5/16/2024, 21:15:12.782,0.28738,908.1208,,,,,,
938,9380, 5/16/2024, 21:15:22.801,0.28737,908.0892,,,,,,
939,9390, 5/16/2024, 21:15:32.821,0.28733,907.9628,,,,,,
940,9400, 5/16/2024, 21:15:42.825,0.28731,907.8996,,,,,,
941,9410, 5/16/2024, 21:15:52.830,0.28731,907.8996,,,,,,
942,9420, 5/16/2024, 21:16:02.853,0.28729,907.8364,,,,,,
943,9430, 5/16/2024, 21:16:12.869,0.28733,907.9628,,,,,,
944,9440, 5/16/2024, 21:16:22.887,0.28735,908.026,,,,,,
945,9450, 5/16/2024, 21:16:32.159,0.28732,907.9312,,,,,,
946,9460, 5/16/2024, 21:16:42.181,0.28734,907.9944,,,,,,
947,9470, 5/16/2024, 21:16:52.201,0.28731,907.8996,,,,,,
948,9480, 5/16/2024, 21:17:02.217,0.28731,907.8996,,,,,,
949,9490, 5/16/2024, 21:17:12.234,0.28725,907.71,,,,,,
950,9500, 5/16/2024, 21:17:22.251,0.28722,907.6152,,,,,,
951,9510, 5/16/2024, 21:17:32.267,0.28729,907.8364,,,,,,
952,9520, 5/16/2024, 21:17:42.285,0.28731,907.8996,,,,,,
953,9530, 5/16/2024, 21:17:52.286,0.28734,907.9944,,,,,,
954,9540, 5/16/2024, 21:18:02.299,0.28733,907.9628,,,,,,
955,9550, 5/16/2024, 21:18:12.317,0.2873,907.868,,,,,,
956,9560, 5/16/2024, 21:18:22.342,0.28729,907.8364,,,,,,
957,9570, 5/16/2024, 21:18:32.368,0.28726,907.7416,,,,,,
958,9580, 5/16/2024, 21:18:42.379,0.28722,907.6152,,,,,,
959,9590, 5/16/2024, 21:18:52.401,0.28718,907.4888,,,,,,
960,9600, 5/16/2024, 21:19:02.419,0.28721,907.5836,,,,,,
961,9610, 5/16/2024, 21:19:12.437,0.28715,907.394,,,,,,
962,9620, 5/16/2024, 21:19:22.459,0.28715,907.394,,,,,,
963,9630, 5/16/2024, 21:19:32.487,0.28725,907.71,,,,,,
964,9640, 5/16/2024, 21:19:42.491,0.28728,907.8048,,,,,,
965,9650, 5/16/2024, 21:19:52.517,0.28725,907.71,,,,,,
966,9660, 5/16/2024, 21:20:02.538,0.28722,907.6152,,,,,,
967,9670, 5/16/2024, 21:20:12.559,0.28718,907.4888,,,,,,
968,9680, 5/16/2024, 21:20:22.577,0.28712,907.2992,,,,,,
969,9690, 5/16/2024, 21:20:32.598,0.28707,907.1412,,,,,,
970,9700, 5/16/2024, 21:20:42.611,0.28711,907.2676,,,,,,
971,9710, 5/16/2024, 21:20:52.629,0.28719,907.5204,,,,,,
972,9720, 5/16/2024, 21:21:02.649,0.28721,907.5836,,,,,,
973,9730, 5/16/2024, 21:21:12.677,0.28723,907.6468,,,,,,
974,9740, 5/16/2024, 21:21:22.692,0.28715,907.394,,,,,,
975,9750, 5/16/2024, 21:21:32.715,0.28718,907.4888,,,,,,
976,9760, 5/16/2024, 21:21:42.744,0.28715,907.394,,,,,,
977,9770, 5/16/2024, 21:21:52.751,0.28709,907.2044,,,,,,
978,9780, 5/16/2024, 21:22:02.752,0.28714,907.3624,,,,,,
979,9790, 5/16/2024, 21:22:12.758,0.2872,907.552,,,,,,
980,9800, 5/16/2024, 21:22:22.768,0.2872,907.552,,,,,,
981,9810, 5/16/2024, 21:22:32.790,0.28712,907.2992,,,,,,
982,9820, 5/16/2024, 21:22:42.800,0.28713,907.3308,,,,,,
983,9830, 5/16/2024, 21:22:52.817,0.2871,907.236,,,,,,
984,9840, 5/16/2024, 21:23:02.844,0.2872,907.552,,,,,,
985,9850, 5/16/2024, 21:23:12.862,0.28719,907.5204,,,,,,
986,9860, 5/16/2024, 21:23:22.871,0.28718,907.4888,,,,,,
987,9870, 5/16/2024, 21:23:32.139,0.28717,907.4572,,,,,,
988,9880, 5/16/2024, 21:23:42.152,0.28712,907.2992,,,,,,
989,9890, 5/16/2024, 21:23:52.163,0.28719,907.5204,,,,,,
990,9900, 5/16/2024, 21:24:02.184,0.28725,907.71,,,,,,
991,9910, 5/16/2024, 21:24:12.212,0.2873,907.868,,,,,,
992,9920, 5/16/2024, 21:24:22.226,0.28726,907.7416,,,,,,
993,9930, 5/16/2024, 21:24:32.241,0.2872,907.552,,,,,,
994,9940, 5/16/2024, 21:24:42.251,0.28716,907.4256,,,,,,
995,9950, 5/16/2024, 21:24:52.275,0.28721,907.5836,,,,,,
996,9960, 5/16/2024, 21:25:02.284,0.28721,907.5836,,,,,,
997,9970, 5/16/2024, 21:25:12.296,0.2873,907.868,,,,,,
998,9980, 5/16/2024, 21:25:22.313,0.2873,907.868,,,,,,
999,9990, 5/16/2024, 21:25:32.337,0.28729,907.8364,,,,,,
1000,10000, 5/16/2024, 21:25:42.345,0.28729,907.8364,,,,,,
1001,10010, 5/16/2024, 21:25:52.348,0.28729,907.8364,,,,,,
1002,10020, 5/16/2024, 21:26:02.359,0.28729,907.8364,,,,,,
1003,10030, 5/16/2024, 21:26:12.374,0.28726,907.7416,,,,,,
1004,10040, 5/16/2024, 21:26:22.395,0.28724,907.6784,,,,,,
1005,10050, 5/16/2024, 21:26:32.424,0.2872,907.552,,,,,,
1006,10060, 5/16/2024, 21:26:42.436,0.28719,907.5204,,,,,,
1007,10070, 5/16/2024, 21:26:52.451,0.28717,907.4572,,,,,,
1008,10080, 5/16/2024, 21:27:02.472,0.28719,907.5204,,,,,,
1009,10090, 5/16/2024, 21:27:12.491,0.28722,907.6152,,,,,,
1010,10100, 5/16/2024, 21:27:22.507,0.28726,907.7416,,,,,,
1011,10110, 5/16/2024, 21:27:32.525,0.28723,907.6468,,,,,,
1012,10120, 5/16/2024, 21:27:42.529,0.28719,907.5204,,,,,,
1013,10130, 5/16/2024, 21:27:52.548,0.28723,907.6468,,,,,,
1014,10140, 5/16/2024, 21:28:02.571,0.28726,907.7416,,,,,,
1015,10150, 5/16/2024, 21:28:12.583,0.28723,907.6468,,,,,,
1016,10160, 5/16/2024, 21:28:22.609,0.28725,907.71,,,,,,
1017,10170, 5/16/2024, 21:28:32.631,0.28723,907.6468,,,,,,
1018,10180, 5/16/2024, 21:28:42.658,0.28724,907.6784,,,,,,
1019,10190, 5/16/2024, 21:28:52.675,0.28728,907.8048,,,,,,
1020,10200, 5/16/2024, 21:29:02.692,0.28729,907.8364,,,,,,
1021,10210, 5/16/2024, 21:29:12.718,0.28727,907.7732,,,,,,
1022,10220, 5/16/2024, 21:29:22.737,0.2873,907.868,,,,,,
1023,10230, 5/16/2024, 21:29:32.754,0.28737,908.0892,,,,,,
1024,10240, 5/16/2024, 21:29:42.784,0.28729,907.8364,,,,,,
1025,10250, 5/16/2024, 21:29:52.788,0.28726,907.7416,,,,,,
1026,10260, 5/16/2024, 21:30:02.813,0.28733,907.9628,,,,,,
1027,10270, 5/16/2024, 21:30:12.841,0.28731,907.8996,,,,,,
1028,10280, 5/16/2024, 21:30:22.862,0.28724,907.6784,,,,,,
1029,10290, 5/16/2024, 21:30:32.882,0.28726,907.7416,,,,,,
1030,10300, 5/16/2024, 21:30:42.132,0.28723,907.6468,,,,,,
1031,10310, 5/16/2024, 21:30:52.151,0.28721,907.5836,,,,,,
1032,10320, 5/16/2024, 21:31:02.152,0.2873,907.868,,,,,,
1033,10330, 5/16/2024, 21:31:12.159,0.28722,907.6152,,,,,,
1034,10340, 5/16/2024, 21:31:22.167,0.28716,907.4256,,,,,,
1035,10350, 5/16/2024, 21:31:32.190,0.28714,907.3624,,,,,,
1036,10360, 5/16/2024, 21:31:42.209,0.28714,907.3624,,,,,,
1037,10370, 5/16/2024, 21:31:52.231,0.28709,907.2044,,,,,,
1038,10380, 5/16/2024, 21:32:02.249,0.28716,907.4256,,,,,,
1039,10390, 5/16/2024, 21:32:12.275,0.28713,907.3308,,,,,,
1040,10400, 5/16/2024, 21:32:22.277,0.2871,907.236,,,,,,
1041,10410, 5/16/2024, 21:32:32.293,0.28714,907.3624,,,,,,
1042,10420, 5/16/2024, 21:32:42.315,0.2872,907.552,,,,,,
1043,10430, 5/16/2024, 21:32:52.344,0.28711,907.2676,,,,,,
1044,10440, 5/16/2024, 21:33:02.367,0.28712,907.2992,,,,,,
1045,10450, 5/16/2024, 21:33:12.390,0.28714,907.3624,,,,,,
1046,10460, 5/16/2024, 21:33:22.409,0.28711,907.2676,,,,,,
1047,10470, 5/16/2024, 21:33:32.427,0.28716,907.4256,,,,,,
1048,10480, 5/16/2024, 21:33:42.444,0.28716,907.4256,,,,,,
1049,10490, 5/16/2024, 21:33:52.472,0.28719,907.5204,,,,,,
1050,10500, 5/16/2024, 21:34:02.498,0.28717,907.4572,,,,,,
1051,10510, 5/16/2024, 21:34:12.521,0.28715,907.394,,,,,,
1052,10520, 5/16/2024, 21:34:22.547,0.28723,907.6468,,,,,,
1053,10530, 5/16/2024, 21:34:32.565,0.28717,907.4572,,,,,,
1054,10540, 5/16/2024, 21:34:42.594,0.28719,907.5204,,,,,,
1055,10550, 5/16/2024, 21:34:52.619,0.28721,907.5836,,,,,,
1056,10560, 5/16/2024, 21:35:02.646,0.28726,907.7416,,,,,,
1057,10570, 5/16/2024, 21:35:12.664,0.28716,907.4256,,,,,,
1058,10580, 5/16/2024, 21:35:22.669,0.2872,907.552,,,,,,
1059,10590, 5/16/2024, 21:35:32.691,0.28717,907.4572,,,,,,
1060,10600, 5/16/2024, 21:35:42.705,0.28716,907.4256,,,,,,
1061,10610, 5/16/2024, 21:35:52.726,0.28718,907.4888,,,,,,
1062,10620, 5/16/2024, 21:36:02.741,0.28724,907.6784,,,,,,
1063,10630, 5/16/2024, 21:36:12.759,0.28723,907.6468,,,,,,
1064,10640, 5/16/2024, 21:36:22.781,0.28718,907.4888,,,,,,
1065,10650, 5/16/2024, 21:36:32.796,0.28723,907.6468,,,,,,
1066,10660, 5/16/2024, 21:36:42.805,0.28721,907.5836,,,,,,
1067,10670, 5/16/2024, 21:36:52.820,0.28732,907.9312,,,,,,
1068,10680, 5/16/2024, 21:37:02.843,0.28728,907.8048,,,,,,
1069,10690, 5/16/2024, 21:37:12.869,0.28726,907.7416,,,,,,
1070,10700, 5/16/2024, 21:37:22.892,0.28726,907.7416,,,,,,
1071,10710, 5/16/2024, 21:37:32.159,0.28719,907.5204,,,,,,
1072,10720, 5/16/2024, 21:37:42.177,0.28721,907.5836,,,,,,
1073,10730, 5/16/2024, 21:37:52.202,0.28719,907.5204,,,,,,
1074,10740, 5/16/2024, 21:38:02.231,0.2872,907.552,,,,,,
1075,10750, 5/16/2024, 21:38:12.250,0.28725,907.71,,,,,,
1076,10760, 5/16/2024, 21:38:22.273,0.28727,907.7732,,,,,,
1077,10770, 5/16/2024, 21:38:32.297,0.28727,907.7732,,,,,,
1078,10780, 5/16/2024, 21:38:42.299,0.28719,907.5204,,,,,,
1079,10790, 5/16/2024, 21:38:52.327,0.28719,907.5204,,,,,,
1080,10800, 5/16/2024, 21:39:02.346,0.28718,907.4888,,,,,,
1081,10810, 5/16/2024, 21:39:12.377,0.28712,907.2992,,,,,,
1082,10820, 5/16/2024, 21:39:22.395,0.28713,907.3308,,,,,,
1083,10830, 5/16/2024, 21:39:32.413,0.28709,907.2044,,,,,,
1084,10840, 5/16/2024, 21:39:42.433,0.28716,907.4256,,,,,,
1085,10850, 5/16/2024, 21:39:52.450,0.28716,907.4256,,,,,,
1086,10860, 5/16/2024, 21:40:02.465,0.28721,907.5836,,,,,,
1087,10870, 5/16/2024, 21:40:12.493,0.28717,907.4572,,,,,,
1088,10880, 5/16/2024, 21:40:22.516,0.28713,907.3308,,,,,,
1089,10890, 5/16/2024, 21:40:32.538,0.28714,907.3624,,,,,,
1090,10900, 5/16/2024, 21:40:42.560,0.2872,907.552,,,,,,
1091,10910, 5/16/2024, 21:40:52.563,0.28718,907.4888,,,,,,
1092,10920, 5/16/2024, 21:41:02.565,0.28724,907.6784,,,,,,
1093,10930, 5/16/2024, 21:41:12.583,0.2873,907.868,,,,,,
1094,10940, 5/16/2024, 21:41:22.607,0.28735,908.026,,,,,,
1095,10950, 5/16/2024, 21:41:32.626,0.28733,907.9628,,,,,,
1096,10960, 5/16/2024, 21:41:42.649,0.2873,907.868,,,,,,
1097,10970, 5/16/2024, 21:41:52.671,0.2873,907.868,,,,,,
1098,10980, 5/16/2024, 21:42:02.689,0.28727,907.7732,,,,,,
1099,10990, 5/16/2024, 21:42:12.708,0.28718,907.4888,,,,,,
1100,11000, 5/16/2024, 21:42:22.731,0.28718,907.4888,,,,,,
1101,11010, 5/16/2024, 21:42:32.748,0.28714,907.3624,,,,,,
1102,11020, 5/16/2024, 21:42:42.768,0.28718,907.4888,,,,,,
1103,11030, 5/16/2024, 21:42:52.788,0.28718,907.4888,,,,,,
1104,11040, 5/16/2024, 21:43:02.810,0.28721,907.5836,,,,,,
1105,11050, 5/16/2024, 21:43:12.833,0.28727,907.7732,,,,,,
1106,11060, 5/16/2024, 21:43:22.841,0.28731,907.8996,,,,,,
1107,11070, 5/16/2024, 21:43:32.862,0.2872,907.552,,,,,,
1108,11080, 5/16/2024, 21:43:42.884,0.28718,907.4888,,,,,,
1109,11090, 5/16/2024, 21:43:52.136,0.28722,907.6152,,,,,,
1110,11100, 5/16/2024, 21:44:02.136,0.2871,907.236,,,,,,
1111,11110, 5/16/2024, 21:44:12.151,0.28715,907.394,,,,,,
1112,11120, 5/16/2024, 21:44:22.168,0.28708,907.1728,,,,,,
1113,11130, 5/16/2024, 21:44:32.174,0.28703,907.0148,,,,,,
1114,11140, 5/16/2024, 21:44:42.190,0.28705,907.078,,,,,,
1115,11150, 5/16/2024, 21:44:52.211,0.28711,907.2676,,,,,,
1116,11160, 5/16/2024, 21:45:02.241,0.2871,907.236,,,,,,
1117,11170, 5/16/2024, 21:45:12.254,0.28709,907.2044,,,,,,
1118,11180, 5/16/2024, 21:45:22.266,0.28707,907.1412,,,,,,
1119,11190, 5/16/2024, 21:45:32.293,0.28715,907.394,,,,,,
1120,11200, 5/16/2024, 21:45:42.323,0.28726,907.7416,,,,,,
1121,11210, 5/16/2024, 21:45:52.326,0.28731,907.8996,,,,,,
1122,11220, 5/16/2024, 21:46:02.344,0.2874,908.184,,,,,,
1123,11230, 5/16/2024, 21:46:12.371,0.28736,908.0576,,,,,,
1124,11240, 5/16/2024, 21:46:22.392,0.28722,907.6152,,,,,,
1125,11250, 5/16/2024, 21:46:32.406,0.28722,907.6152,,,,,,
1126,11260, 5/16/2024, 21:46:42.422,0.28717,907.4572,,,,,,
1127,11270, 5/16/2024, 21:46:52.451,0.28719,907.5204,,,,,,
1128,11280, 5/16/2024, 21:47:02.468,0.28725,907.71,,,,,,
1129,11290, 5/16/2024, 21:47:12.492,0.28734,907.9944,,,,,,
1130,11300, 5/16/2024, 21:47:22.510,0.28741,908.2156,,,,,,
1131,11310, 5/16/2024, 21:47:32.527,0.28744,908.3104,,,,,,
1132,11320, 5/16/2024, 21:47:42.545,0.28738,908.1208,,,,,,
1133,11330, 5/16/2024, 21:47:52.547,0.28737,908.0892,,,,,,
1134,11340, 5/16/2024, 21:48:02.569,0.28735,908.026,,,,,,
1135,11350, 5/16/2024, 21:48:12.584,0.28735,908.026,,,,,,
1136,11360, 5/16/2024, 21:48:22.601,0.28732,907.9312,,,,,,
1137,11370, 5/16/2024, 21:48:32.613,0.28731,907.8996,,,,,,
1138,11380, 5/16/2024, 21:48:42.634,0.28737,908.0892,,,,,,
1139,11390, 5/16/2024, 21:48:52.662,0.2874,908.184,,,,,,
1140,11400, 5/16/2024, 21:49:02.682,0.28742,908.2472,,,,,,
1141,11410, 5/16/2024, 21:49:12.702,0.28742,908.2472,,,,,,
1142,11420, 5/16/2024, 21:49:22.732,0.28744,908.3104,,,,,,
1143,11430, 5/16/2024, 21:49:32.753,0.28746,908.3736,,,,,,
1144,11440, 5/16/2024, 21:49:42.784,0.28739,908.1524,,,,,,
1145,11450, 5/16/2024, 21:49:52.811,0.28737,908.0892,,,,,,
1146,11460, 5/16/2024, 21:50:02.837,0.28731,907.8996,,,,,,
1147,11470, 5/16/2024, 21:50:12.862,0.28731,907.8996,,,,,,
1148,11480, 5/16/2024, 21:50:22.892,0.28734,907.9944,,,,,,
1149,11490, 5/16/2024, 21:50:32.142,0.28735,908.026,,,,,,
1150,11500, 5/16/2024, 21:50:42.171,0.28741,908.2156,,,,,,
1151,11510, 5/16/2024, 21:50:52.196,0.28743,908.2788,,,,,,
1152,11520, 5/16/2024, 21:51:02.222,0.28736,908.0576,,,,,,
1153,11530, 5/16/2024, 21:51:12.234,0.28735,908.026,,,,,,
1154,11540, 5/16/2024, 21:51:22.256,0.28741,908.2156,,,,,,
1155,11550, 5/16/2024, 21:51:32.284,0.28742,908.2472,,,,,,
1156,11560, 5/16/2024, 21:51:42.302,0.28738,908.1208,,,,,,
1157,11570, 5/16/2024, 21:51:52.307,0.28739,908.1524,,,,,,
1158,11580, 5/16/2024, 21:52:02.334,0.28734,907.9944,,,,,,
1159,11590, 5/16/2024, 21:52:12.357,0.28727,907.7732,,,,,,
1160,11600, 5/16/2024, 21:52:22.363,0.2873,907.868,,,,,,
1161,11610, 5/16/2024, 21:52:32.370,0.28732,907.9312,,,,,,
1162,11620, 5/16/2024, 21:52:42.378,0.2873,907.868,,,,,,
1163,11630, 5/16/2024, 21:52:52.385,0.28724,907.6784,,,,,,
1164,11640, 5/16/2024, 21:53:02.391,0.28725,907.71,,,,,,
1165,11650, 5/16/2024, 21:53:12.417,0.2873,907.868,,,,,,
1166,11660, 5/16/2024, 21:53:22.441,0.28735,908.026,,,,,,
1167,11670, 5/16/2024, 21:53:32.461,0.28734,907.9944,,,,,,
1168,11680, 5/16/2024, 21:53:42.489,0.28732,907.9312,,,,,,
1169,11690, 5/16/2024, 21:53:52.517,0.28733,907.9628,,,,,,
1170,11700, 5/16/2024, 21:54:02.533,0.28729,907.8364,,,,,,
1171,11710, 5/16/2024, 21:54:12.554,0.28732,907.9312,,,,,,
1172,11720, 5/16/2024, 21:54:22.566,0.28732,907.9312,,,,,,
1173,11730, 5/16/2024, 21:54:32.590,0.28728,907.8048,,,,,,
1174,11740, 5/16/2024, 21:54:42.618,0.28724,907.6784,,,,,,
1175,11750, 5/16/2024, 21:54:52.640,0.28727,907.7732,,,,,,
1176,11760, 5/16/2024, 21:55:02.655,0.28733,907.9628,,,,,,
1177,11770, 5/16/2024, 21:55:12.666,0.28738,908.1208,,,,,,
1178,11780, 5/16/2024, 21:55:22.695,0.28737,908.0892,,,,,,
1179,11790, 5/16/2024, 21:55:32.699,0.28735,908.026,,,,,,
1180,11800, 5/16/2024, 21:55:42.707,0.28732,907.9312,,,,,,
1181,11810, 5/16/2024, 21:55:52.725,0.28731,907.8996,,,,,,
1182,11820, 5/16/2024, 21:56:02.754,0.28731,907.8996,,,,,,
1183,11830, 5/16/2024, 21:56:12.774,0.28734,907.9944,,,,,,
1184,11840, 5/16/2024, 21:56:22.795,0.28729,907.8364,,,,,,
1185,11850, 5/16/2024, 21:56:32.825,0.28731,907.8996,,,,,,
1186,11860, 5/16/2024, 21:56:42.851,0.28735,908.026,,,,,,
1187,11870, 5/16/2024, 21:56:52.876,0.2873,907.868,,,,,,
1188,11880, 5/16/2024, 21:57:02.151,0.28727,907.7732,,,,,,
1189,11890, 5/16/2024, 21:57:12.176,0.28728,907.8048,,,,,,
1190,11900, 5/16/2024, 21:57:22.201,0.28728,907.8048,,,,,,
1191,11910, 5/16/2024, 21:57:32.209,0.28719,907.5204,,,,,,
1192,11920, 5/16/2024, 21:57:42.237,0.28723,907.6468,,,,,,
1193,11930, 5/16/2024, 21:57:52.254,0.28722,907.6152,,,,,,
1194,11940, 5/16/2024, 21:58:02.275,0.28731,907.8996,,,,,,
1195,11950, 5/16/2024, 21:58:12.292,0.28731,907.8996,,,,,,
1196,11960, 5/16/2024, 21:58:22.302,0.28729,907.8364,,,,,,
1197,11970, 5/16/2024, 21:58:32.321,0.28732,907.9312,,,,,,
1198,11980, 5/16/2024, 21:58:42.345,0.28729,907.8364,,,,,,
1199,11990, 5/16/2024, 21:58:52.363,0.28727,907.7732,,,,,,
1200,12000, 5/16/2024, 21:59:02.388,0.2873,907.868,,,,,,
1201,12010, 5/16/2024, 21:59:12.394,0.28724,907.6784,,,,,,
1202,12020, 5/16/2024, 21:59:22.420,0.28718,907.4888,,,,,,
1203,12030, 5/16/2024, 21:59:32.421,0.28714,907.3624,,,,,,
1204,12040, 5/16/2024, 21:59:42.443,0.28724,907.6784,,,,,,
1205,12050, 5/16/2024, 21:59:52.472,0.2873,907.868,,,,,,
1206,12060, 5/16/2024, 22:00:02.492,0.28724,907.6784,,,,,,
1207,12070, 5/16/2024, 22:00:12.517,0.28717,907.4572,,,,,,
1208,12080, 5/16/2024, 22:00:22.539,0.28722,907.6152,,,,,,
1209,12090, 5/16/2024, 22:00:32.559,0.28718,907.4888,,,,,,
1210,12100, 5/16/2024, 22:00:42.576,0.28723,907.6468,,,,,,
1211,12110, 5/16/2024, 22:00:52.596,0.28722,907.6152,,,,,,
1212,12120, 5/16/2024, 22:01:02.613,0.28729,907.8364,,,,,,
1213,12130, 5/16/2024, 22:01:12.625,0.28727,907.7732,,,,,,
1214,12140, 5/16/2024, 22:01:22.632,0.28721,907.5836,,,,,,
1215,12150, 5/16/2024, 22:01:32.656,0.28718,907.4888,,,,,,
1216,12160, 5/16/2024, 22:01:42.676,0.28709,907.2044,,,,,,
1217,12170, 5/16/2024, 22:01:52.696,0.28708,907.1728,,,,,,
1218,12180, 5/16/2024, 22:02:02.720,0.28708,907.1728,,,,,,
1219,12190, 5/16/2024, 22:02:12.743,0.28716,907.4256,,,,,,
1220,12200, 5/16/2024, 22:02:22.765,0.28712,907.2992,,,,,,
1221,12210, 5/16/2024, 22:02:32.789,0.28717,907.4572,,,,,,
1222,12220, 5/16/2024, 22:02:42.810,0.28715,907.394,,,,,,
1223,12230, 5/16/2024, 22:02:52.811,0.28717,907.4572,,,,,,
1224,12240, 5/16/2024, 22:03:02.828,0.28714,907.3624,,,,,,
1225,12250, 5/16/2024, 22:03:12.849,0.28714,907.3624,,,,,,
1226,12260, 5/16/2024, 22:03:22.873,0.28716,907.4256,,,,,,
1227,12270, 5/16/2024, 22:03:32.123,0.28713,907.3308,,,,,,
1228,12280, 5/16/2024, 22:03:42.145,0.28708,907.1728,,,,,,
1229,12290, 5/16/2024, 22:03:52.169,0.28713,907.3308,,,,,,
1230,12300, 5/16/2024, 22:04:02.191,0.28724,907.6784,,,,,,
1231,12310, 5/16/2024, 22:04:12.222,0.28723,907.6468,,,,,,
1232,12320, 5/16/2024, 22:04:22.222,0.28729,907.8364,,,,,,
1233,12330, 5/16/2024, 22:04:32.247,0.28724,907.6784,,,,,,
1234,12340, 5/16/2024, 22:04:42.269,0.28718,907.4888,,,,,,
1235,12350, 5/16/2024, 22:04:52.297,0.28715,907.394,,,,,,
1236,12360, 5/16/2024, 22:05:02.317,0.28714,907.3624,,,,,,
1237,12370, 5/16/2024, 22:05:12.332,0.28716,907.4256,,,,,,
1238,12380, 5/16/2024, 22:05:22.353,0.28714,907.3624,,,,,,
1239,12390, 5/16/2024, 22:05:32.373,0.28714,907.3624,,,,,,
1240,12400, 5/16/2024, 22:05:42.391,0.28714,907.3624,,,,,,
1241,12410, 5/16/2024, 22:05:52.411,0.28722,907.6152,,,,,,
1242,12420, 5/16/2024, 22:06:02.436,0.28719,907.5204,,,,,,
1243,12430, 5/16/2024, 22:06:12.462,0.28721,907.5836,,,,,,
1244,12440, 5/16/2024, 22:06:22.470,0.28726,907.7416,,,,,,
1245,12450, 5/16/2024, 22:06:32.474,0.28722,907.6152,,,,,,
1246,12460, 5/16/2024, 22:06:42.505,0.28721,907.5836,,,,,,
1247,12470, 5/16/2024, 22:06:52.521,0.28719,907.5204,,,,,,
1248,12480, 5/16/2024, 22:07:02.548,0.28722,907.6152,,,,,,
1249,12490, 5/16/2024, 22:07:12.573,0.28724,907.6784,,,,,,
1250,12500, 5/16/2024, 22:07:22.595,0.28728,907.8048,,,,,,
1251,12510, 5/16/2024, 22:07:32.617,0.28726,907.7416,,,,,,
1252,12520, 5/16/2024, 22:07:42.640,0.28723,907.6468,,,,,,
1253,12530, 5/16/2024, 22:07:52.662,0.28723,907.6468,,,,,,
1254,12540, 5/16/2024, 22:08:02.680,0.28719,907.5204,,,,,,
1255,12550, 5/16/2024, 22:08:12.702,0.28719,907.5204,,,,,,
1256,12560, 5/16/2024, 22:08:22.719,0.28715,907.394,,,,,,
1257,12570, 5/16/2024, 22:08:32.740,0.28723,907.6468,,,,,,
1258,12580, 5/16/2024, 22:08:42.763,0.28721,907.5836,,,,,,
1259,12590, 5/16/2024, 22:08:52.768,0.28715,907.394,,,,,,
1260,12600, 5/16/2024, 22:09:02.791,0.28723,907.6468,,,,,,
1261,12610, 5/16/2024, 22:09:12.811,0.28723,907.6468,,,,,,
1262,12620, 5/16/2024, 22:09:22.835,0.28732,907.9312,,,,,,
1263,12630, 5/16/2024, 22:09:32.852,0.28723,907.6468,,,,,,
1264,12640, 5/16/2024, 22:09:42.881,0.28723,907.6468,,,,,,
1265,12650, 5/16/2024, 22:09:52.136,0.28722,907.6152,,,,,,
1266,12660, 5/16/2024, 22:10:02.160,0.28716,907.4256,,,,,,
