Samples ,Samples (s),Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Power (mW),Unix Time (ms),Time (s),T [Jedha] Rydberg Table,std,mean,c.v. (%)
3848,38480, 5/17/2024, 05:20:21.169,0.28722,907.6152,,,,,,
3849,38490, 5/17/2024, 05:20:31.192,0.28728,907.8048,,,,,,
3850,38500, 5/17/2024, 05:20:41.216,0.28736,908.0576,,,,,,
3851,38510, 5/17/2024, 05:20:51.243,0.28747,908.4052,,,,,,
3852,38520, 5/17/2024, 05:21:01.261,0.28739,908.1524,,,,,,
3853,38530, 5/17/2024, 05:21:11.281,0.28739,908.1524,,,,,,
3854,38540, 5/17/2024, 05:21:21.301,0.28728,907.8048,,,,,,
3855,38550, 5/17/2024, 05:21:31.329,0.28732,907.9312,,,,,,
3856,38560, 5/17/2024, 05:21:41.350,0.28738,908.1208,,,,,,
3857,38570, 5/17/2024, 05:21:51.375,0.28738,908.1208,,,,,,
3858,38580, 5/17/2024, 05:22:01.392,0.2873,907.868,,,,,,
3859,38590, 5/17/2024, 05:22:11.417,0.2873,907.868,,,,,,
3860,38600, 5/17/2024, 05:22:21.444,0.2873,907.868,,,,,,
3861,38610, 5/17/2024, 05:22:31.464,0.28741,908.2156,,,,,,
3862,38620, 5/17/2024, 05:22:41.494,0.28738,908.1208,,,,,,
3863,38630, 5/17/2024, 05:22:51.519,0.28734,907.9944,,,,,,
3864,38640, 5/17/2024, 05:23:01.539,0.28726,907.7416,,,,,,
3865,38650, 5/17/2024, 05:23:11.558,0.28741,908.2156,,,,,,
3866,38660, 5/17/2024, 05:23:21.583,0.28733,907.9628,,,,,,
3867,38670, 5/17/2024, 05:23:31.611,0.28726,907.7416,,,,,,
3868,38680, 5/17/2024, 05:23:41.641,0.28722,907.6152,,,,,,
3869,38690, 5/17/2024, 05:23:51.664,0.28728,907.8048,,,,,,
3870,38700, 5/17/2024, 05:24:01.690,0.28727,907.7732,,,,,,
3871,38710, 5/17/2024, 05:24:11.691,0.28723,907.6468,,,,,,
3872,38720, 5/17/2024, 05:24:21.711,0.28719,907.5204,,,,,,
3873,38730, 5/17/2024, 05:24:31.734,0.28726,907.7416,,,,,,
3874,38740, 5/17/2024, 05:24:41.751,0.28727,907.7732,,,,,,
3875,38750, 5/17/2024, 05:24:51.766,0.28726,907.7416,,,,,,
3876,38760, 5/17/2024, 05:25:01.783,0.28718,907.4888,,,,,,
3877,38770, 5/17/2024, 05:25:11.801,0.28718,907.4888,,,,,,
3878,38780, 5/17/2024, 05:25:21.817,0.28727,907.7732,,,,,,
3879,38790, 5/17/2024, 05:25:31.833,0.28725,907.71,,,,,,
3880,38800, 5/17/2024, 05:25:41.851,0.28724,907.6784,,,,,,
3881,38810, 5/17/2024, 05:25:51.872,0.28722,907.6152,,,,,,
3882,38820, 5/17/2024, 05:26:01.129,0.28731,907.8996,,,,,,
3883,38830, 5/17/2024, 05:26:11.151,0.28736,908.0576,,,,,,
3884,38840, 5/17/2024, 05:26:21.159,0.28739,908.1524,,,,,,
3885,38850, 5/17/2024, 05:26:31.189,0.2874,908.184,,,,,,
3886,38860, 5/17/2024, 05:26:41.217,0.28746,908.3736,,,,,,
3887,38870, 5/17/2024, 05:26:51.242,0.28738,908.1208,,,,,,
3888,38880, 5/17/2024, 05:27:01.256,0.28735,908.026,,,,,,
3889,38890, 5/17/2024, 05:27:11.278,0.28736,908.0576,,,,,,
3890,38900, 5/17/2024, 05:27:21.297,0.28732,907.9312,,,,,,
3891,38910, 5/17/2024, 05:27:31.323,0.28726,907.7416,,,,,,
3892,38920, 5/17/2024, 05:27:41.338,0.28727,907.7732,,,,,,
3893,38930, 5/17/2024, 05:27:51.356,0.28731,907.8996,,,,,,
3894,38940, 5/17/2024, 05:28:01.363,0.28733,907.9628,,,,,,
3895,38950, 5/17/2024, 05:28:11.393,0.28729,907.8364,,,,,,
3896,38960, 5/17/2024, 05:28:21.420,0.28735,908.026,,,,,,
3897,38970, 5/17/2024, 05:28:31.434,0.28739,908.1524,,,,,,
3898,38980, 5/17/2024, 05:28:41.455,0.2874,908.184,,,,,,
3899,38990, 5/17/2024, 05:28:51.474,0.28733,907.9628,,,,,,
3900,39000, 5/17/2024, 05:29:01.484,0.28732,907.9312,,,,,,
3901,39010, 5/17/2024, 05:29:11.502,0.28736,908.0576,,,,,,
3902,39020, 5/17/2024, 05:29:21.525,0.28737,908.0892,,,,,,
3903,39030, 5/17/2024, 05:29:31.535,0.28731,907.8996,,,,,,
3904,39040, 5/17/2024, 05:29:41.554,0.28719,907.5204,,,,,,
3905,39050, 5/17/2024, 05:29:51.579,0.28731,907.8996,,,,,,
3906,39060, 5/17/2024, 05:30:01.592,0.2874,908.184,,,,,,
3907,39070, 5/17/2024, 05:30:11.604,0.28731,907.8996,,,,,,
3908,39080, 5/17/2024, 05:30:21.622,0.28726,907.7416,,,,,,
3909,39090, 5/17/2024, 05:30:31.638,0.28734,907.9944,,,,,,
3910,39100, 5/17/2024, 05:30:41.662,0.28728,907.8048,,,,,,
3911,39110, 5/17/2024, 05:30:51.693,0.28725,907.71,,,,,,
3912,39120, 5/17/2024, 05:31:01.695,0.28732,907.9312,,,,,,
3913,39130, 5/17/2024, 05:31:11.724,0.28731,907.8996,,,,,,
3914,39140, 5/17/2024, 05:31:21.752,0.2872,907.552,,,,,,
3915,39150, 5/17/2024, 05:31:31.776,0.28709,907.2044,,,,,,
3916,39160, 5/17/2024, 05:31:41.801,0.28726,907.7416,,,,,,
3917,39170, 5/17/2024, 05:31:51.830,0.28727,907.7732,,,,,,
3918,39180, 5/17/2024, 05:32:01.852,0.28722,907.6152,,,,,,
3919,39190, 5/17/2024, 05:32:11.877,0.28723,907.6468,,,,,,
3920,39200, 5/17/2024, 05:32:21.158,0.28731,907.8996,,,,,,
3921,39210, 5/17/2024, 05:32:31.178,0.28733,907.9628,,,,,,
3922,39220, 5/17/2024, 05:32:41.200,0.28732,907.9312,,,,,,
3923,39230, 5/17/2024, 05:32:51.221,0.28732,907.9312,,,,,,
3924,39240, 5/17/2024, 05:33:01.241,0.28726,907.7416,,,,,,
3925,39250, 5/17/2024, 05:33:11.264,0.28728,907.8048,,,,,,
3926,39260, 5/17/2024, 05:33:21.292,0.28724,907.6784,,,,,,
3927,39270, 5/17/2024, 05:33:31.320,0.28717,907.4572,,,,,,
3928,39280, 5/17/2024, 05:33:41.345,0.28717,907.4572,,,,,,
3929,39290, 5/17/2024, 05:33:51.372,0.28728,907.8048,,,,,,
3930,39300, 5/17/2024, 05:34:01.397,0.28729,907.8364,,,,,,
3931,39310, 5/17/2024, 05:34:11.419,0.2874,908.184,,,,,,
3932,39320, 5/17/2024, 05:34:21.442,0.28728,907.8048,,,,,,
3933,39330, 5/17/2024, 05:34:31.464,0.28726,907.7416,,,,,,
3934,39340, 5/17/2024, 05:34:41.482,0.28733,907.9628,,,,,,
3935,39350, 5/17/2024, 05:34:51.503,0.28735,908.026,,,,,,
3936,39360, 5/17/2024, 05:35:01.522,0.28727,907.7732,,,,,,
3937,39370, 5/17/2024, 05:35:11.546,0.28733,907.9628,,,,,,
3938,39380, 5/17/2024, 05:35:21.554,0.28738,908.1208,,,,,,
3939,39390, 5/17/2024, 05:35:31.581,0.28744,908.3104,,,,,,
3940,39400, 5/17/2024, 05:35:41.608,0.28731,907.8996,,,,,,
3941,39410, 5/17/2024, 05:35:51.623,0.28721,907.5836,,,,,,
3942,39420, 5/17/2024, 05:36:01.643,0.28725,907.71,,,,,,
3943,39430, 5/17/2024, 05:36:11.644,0.28717,907.4572,,,,,,
3944,39440, 5/17/2024, 05:36:21.666,0.28724,907.6784,,,,,,
3945,39450, 5/17/2024, 05:36:31.674,0.28736,908.0576,,,,,,
3946,39460, 5/17/2024, 05:36:41.725,0.28741,908.2156,,,,,,
3947,39470, 5/17/2024, 05:36:51.727,0.28738,908.1208,,,,,,
3948,39480, 5/17/2024, 05:37:01.755,0.28735,908.026,,,,,,
3949,39490, 5/17/2024, 05:37:11.771,0.28736,908.0576,,,,,,
3950,39500, 5/17/2024, 05:37:21.793,0.28735,908.026,,,,,,
3951,39510, 5/17/2024, 05:37:31.810,0.28726,907.7416,,,,,,
3952,39520, 5/17/2024, 05:37:41.828,0.28729,907.8364,,,,,,
3953,39530, 5/17/2024, 05:37:51.837,0.28735,908.026,,,,,,
3954,39540, 5/17/2024, 05:38:01.858,0.28729,907.8364,,,,,,
3955,39550, 5/17/2024, 05:38:11.882,0.28734,907.9944,,,,,,
3956,39560, 5/17/2024, 05:38:21.159,0.28727,907.7732,,,,,,
3957,39570, 5/17/2024, 05:38:31.183,0.28725,907.71,,,,,,
3958,39580, 5/17/2024, 05:38:41.201,0.28726,907.7416,,,,,,
3959,39590, 5/17/2024, 05:38:51.225,0.2873,907.868,,,,,,
3960,39600, 5/17/2024, 05:39:01.244,0.28738,908.1208,,,,,,
3961,39610, 5/17/2024, 05:39:11.266,0.28733,907.9628,,,,,,
3962,39620, 5/17/2024, 05:39:21.288,0.28742,908.2472,,,,,,
3963,39630, 5/17/2024, 05:39:31.310,0.2875,908.5,,,,,,
3964,39640, 5/17/2024, 05:39:41.334,0.28747,908.4052,,,,,,
3965,39650, 5/17/2024, 05:39:51.359,0.2874,908.184,,,,,,
3966,39660, 5/17/2024, 05:40:01.386,0.28735,908.026,,,,,,
3967,39670, 5/17/2024, 05:40:11.412,0.28733,907.9628,,,,,,
3968,39680, 5/17/2024, 05:40:21.430,0.28722,907.6152,,,,,,
3969,39690, 5/17/2024, 05:40:31.453,0.28712,907.2992,,,,,,
3970,39700, 5/17/2024, 05:40:41.475,0.28712,907.2992,,,,,,
3971,39710, 5/17/2024, 05:40:51.502,0.28713,907.3308,,,,,,
3972,39720, 5/17/2024, 05:41:01.529,0.28712,907.2992,,,,,,
3973,39730, 5/17/2024, 05:41:11.553,0.28719,907.5204,,,,,,
3974,39740, 5/17/2024, 05:41:21.578,0.28722,907.6152,,,,,,
3975,39750, 5/17/2024, 05:41:31.605,0.28716,907.4256,,,,,,
3976,39760, 5/17/2024, 05:41:41.633,0.28725,907.71,,,,,,
3977,39770, 5/17/2024, 05:41:51.636,0.28718,907.4888,,,,,,
3978,39780, 5/17/2024, 05:42:01.637,0.28719,907.5204,,,,,,
3979,39790, 5/17/2024, 05:42:11.652,0.28733,907.9628,,,,,,
3980,39800, 5/17/2024, 05:42:21.670,0.28732,907.9312,,,,,,
3981,39810, 5/17/2024, 05:42:31.692,0.28731,907.8996,,,,,,
3982,39820, 5/17/2024, 05:42:41.715,0.2873,907.868,,,,,,
3983,39830, 5/17/2024, 05:42:51.729,0.28735,908.026,,,,,,
3984,39840, 5/17/2024, 05:43:01.751,0.28737,908.0892,,,,,,
3985,39850, 5/17/2024, 05:43:11.774,0.28727,907.7732,,,,,,
3986,39860, 5/17/2024, 05:43:21.804,0.28734,907.9944,,,,,,
3987,39870, 5/17/2024, 05:43:31.833,0.28732,907.9312,,,,,,
3988,39880, 5/17/2024, 05:43:41.863,0.28736,908.0576,,,,,,
3989,39890, 5/17/2024, 05:43:51.887,0.28727,907.7732,,,,,,
3990,39900, 5/17/2024, 05:44:01.152,0.28718,907.4888,,,,,,
3991,39910, 5/17/2024, 05:44:11.156,0.28733,907.9628,,,,,,
3992,39920, 5/17/2024, 05:44:21.186,0.28728,907.8048,,,,,,
3993,39930, 5/17/2024, 05:44:31.200,0.28729,907.8364,,,,,,
3994,39940, 5/17/2024, 05:44:41.217,0.2873,907.868,,,,,,
3995,39950, 5/17/2024, 05:44:51.239,0.28735,908.026,,,,,,
3996,39960, 5/17/2024, 05:45:01.255,0.28732,907.9312,,,,,,
3997,39970, 5/17/2024, 05:45:11.275,0.28711,907.2676,,,,,,
3998,39980, 5/17/2024, 05:45:21.301,0.2872,907.552,,,,,,
3999,39990, 5/17/2024, 05:45:31.329,0.28725,907.71,,,,,,
4000,40000, 5/17/2024, 05:45:41.349,0.28737,908.0892,,,,,,
4001,40010, 5/17/2024, 05:45:51.370,0.28727,907.7732,,,,,,
4002,40020, 5/17/2024, 05:46:01.396,0.28739,908.1524,,,,,,
4003,40030, 5/17/2024, 05:46:11.418,0.28743,908.2788,,,,,,
4004,40040, 5/17/2024, 05:46:21.439,0.28732,907.9312,,,,,,
4005,40050, 5/17/2024, 05:46:31.446,0.28723,907.6468,,,,,,
4006,40060, 5/17/2024, 05:46:41.447,0.28713,907.3308,,,,,,
4007,40070, 5/17/2024, 05:46:51.471,0.28693,906.6988,,,,,,
4008,40080, 5/17/2024, 05:47:01.484,0.28707,907.1412,,,,,,
4009,40090, 5/17/2024, 05:47:11.504,0.28713,907.3308,,,,,,
4010,40100, 5/17/2024, 05:47:21.518,0.28706,907.1096,,,,,,
4011,40110, 5/17/2024, 05:47:31.531,0.28711,907.2676,,,,,,
4012,40120, 5/17/2024, 05:47:41.548,0.28716,907.4256,,,,,,
4013,40130, 5/17/2024, 05:47:51.565,0.28708,907.1728,,,,,,
4014,40140, 5/17/2024, 05:48:01.585,0.28688,906.5408,,,,,,
4015,40150, 5/17/2024, 05:48:11.615,0.28685,906.446,,,,,,
4016,40160, 5/17/2024, 05:48:21.641,0.28683,906.3828,,,,,,
4017,40170, 5/17/2024, 05:48:31.671,0.28691,906.6356,,,,,,
4018,40180, 5/17/2024, 05:48:41.692,0.28695,906.762,,,,,,
4019,40190, 5/17/2024, 05:48:51.718,0.28701,906.9516,,,,,,
4020,40200, 5/17/2024, 05:49:01.736,0.28709,907.2044,,,,,,
4021,40210, 5/17/2024, 05:49:11.750,0.28708,907.1728,,,,,,
4022,40220, 5/17/2024, 05:49:21.772,0.287,906.92,,,,,,
4023,40230, 5/17/2024, 05:49:31.797,0.28702,906.9832,,,,,,
4024,40240, 5/17/2024, 05:49:41.815,0.2871,907.236,,,,,,
4025,40250, 5/17/2024, 05:49:51.839,0.28704,907.0464,,,,,,
4026,40260, 5/17/2024, 05:50:01.862,0.28701,906.9516,,,,,,
4027,40270, 5/17/2024, 05:50:11.884,0.28711,907.2676,,,,,,
4028,40280, 5/17/2024, 05:50:21.135,0.28713,907.3308,,,,,,
4029,40290, 5/17/2024, 05:50:31.143,0.28717,907.4572,,,,,,
4030,40300, 5/17/2024, 05:50:41.162,0.28715,907.394,,,,,,
4031,40310, 5/17/2024, 05:50:51.191,0.28719,907.5204,,,,,,
4032,40320, 5/17/2024, 05:51:01.208,0.28723,907.6468,,,,,,
4033,40330, 5/17/2024, 05:51:11.231,0.2872,907.552,,,,,,
4034,40340, 5/17/2024, 05:51:21.254,0.28715,907.394,,,,,,
4035,40350, 5/17/2024, 05:51:31.269,0.28717,907.4572,,,,,,
4036,40360, 5/17/2024, 05:51:41.291,0.28731,907.8996,,,,,,
4037,40370, 5/17/2024, 05:51:51.321,0.28735,908.026,,,,,,
4038,40380, 5/17/2024, 05:52:01.325,0.28731,907.8996,,,,,,
4039,40390, 5/17/2024, 05:52:11.347,0.28723,907.6468,,,,,,
4040,40400, 5/17/2024, 05:52:21.357,0.28717,907.4572,,,,,,
4041,40410, 5/17/2024, 05:52:31.382,0.28707,907.1412,,,,,,
4042,40420, 5/17/2024, 05:52:41.398,0.28723,907.6468,,,,,,
4043,40430, 5/17/2024, 05:52:51.412,0.28732,907.9312,,,,,,
4044,40440, 5/17/2024, 05:53:01.440,0.28721,907.5836,,,,,,
4045,40450, 5/17/2024, 05:53:11.460,0.28733,907.9628,,,,,,
4046,40460, 5/17/2024, 05:53:21.490,0.28737,908.0892,,,,,,
4047,40470, 5/17/2024, 05:53:31.510,0.28737,908.0892,,,,,,
4048,40480, 5/17/2024, 05:53:41.520,0.28739,908.1524,,,,,,
4049,40490, 5/17/2024, 05:53:51.547,0.28746,908.3736,,,,,,
4050,40500, 5/17/2024, 05:54:01.567,0.28738,908.1208,,,,,,
4051,40510, 5/17/2024, 05:54:11.588,0.2873,907.868,,,,,,
4052,40520, 5/17/2024, 05:54:21.615,0.28737,908.0892,,,,,,
4053,40530, 5/17/2024, 05:54:31.637,0.28736,908.0576,,,,,,
4054,40540, 5/17/2024, 05:54:41.661,0.28732,907.9312,,,,,,
4055,40550, 5/17/2024, 05:54:51.681,0.28731,907.8996,,,,,,
4056,40560, 5/17/2024, 05:55:01.700,0.28738,908.1208,,,,,,
4057,40570, 5/17/2024, 05:55:11.728,0.28732,907.9312,,,,,,
4058,40580, 5/17/2024, 05:55:21.729,0.28726,907.7416,,,,,,
4059,40590, 5/17/2024, 05:55:31.746,0.28726,907.7416,,,,,,
4060,40600, 5/17/2024, 05:55:41.763,0.28734,907.9944,,,,,,
4061,40610, 5/17/2024, 05:55:51.783,0.28735,908.026,,,,,,
4062,40620, 5/17/2024, 05:56:01.795,0.28723,907.6468,,,,,,
4063,40630, 5/17/2024, 05:56:11.819,0.28722,907.6152,,,,,,
4064,40640, 5/17/2024, 05:56:21.842,0.28725,907.71,,,,,,
4065,40650, 5/17/2024, 05:56:31.860,0.28728,907.8048,,,,,,
4066,40660, 5/17/2024, 05:56:41.880,0.28733,907.9628,,,,,,
4067,40670, 5/17/2024, 05:56:51.139,0.28737,908.0892,,,,,,
4068,40680, 5/17/2024, 05:57:01.157,0.28732,907.9312,,,,,,
4069,40690, 5/17/2024, 05:57:11.174,0.28724,907.6784,,,,,,
4070,40700, 5/17/2024, 05:57:21.202,0.28723,907.6468,,,,,,
4071,40710, 5/17/2024, 05:57:31.231,0.28723,907.6468,,,,,,
4072,40720, 5/17/2024, 05:57:41.253,0.28728,907.8048,,,,,,
4073,40730, 5/17/2024, 05:57:51.270,0.2871,907.236,,,,,,
4074,40740, 5/17/2024, 05:58:01.299,0.28707,907.1412,,,,,,
4075,40750, 5/17/2024, 05:58:11.326,0.28719,907.5204,,,,,,
4076,40760, 5/17/2024, 05:58:21.344,0.28725,907.71,,,,,,
4077,40770, 5/17/2024, 05:58:31.368,0.28736,908.0576,,,,,,
4078,40780, 5/17/2024, 05:58:41.391,0.28728,907.8048,,,,,,
4079,40790, 5/17/2024, 05:58:51.415,0.28727,907.7732,,,,,,
4080,40800, 5/17/2024, 05:59:01.439,0.2874,908.184,,,,,,
4081,40810, 5/17/2024, 05:59:11.464,0.28738,908.1208,,,,,,
4082,40820, 5/17/2024, 05:59:21.482,0.28731,907.8996,,,,,,
4083,40830, 5/17/2024, 05:59:31.503,0.28721,907.5836,,,,,,
4084,40840, 5/17/2024, 05:59:41.530,0.28731,907.8996,,,,,,
4085,40850, 5/17/2024, 05:59:51.557,0.28724,907.6784,,,,,,
4086,40860, 5/17/2024, 06:00:01.579,0.28733,907.9628,,,,,,
4087,40870, 5/17/2024, 06:00:11.600,0.28745,908.342,,,,,,
4088,40880, 5/17/2024, 06:00:21.630,0.28744,908.3104,,,,,,
4089,40890, 5/17/2024, 06:00:31.649,0.28749,908.4684,,,,,,
4090,40900, 5/17/2024, 06:00:41.676,0.28743,908.2788,,,,,,
4091,40910, 5/17/2024, 06:00:51.700,0.28734,907.9944,,,,,,
4092,40920, 5/17/2024, 06:01:01.704,0.28733,907.9628,,,,,,
4093,40930, 5/17/2024, 06:01:11.727,0.28729,907.8364,,,,,,
4094,40940, 5/17/2024, 06:01:21.755,0.2873,907.868,,,,,,
4095,40950, 5/17/2024, 06:01:31.775,0.28732,907.9312,,,,,,
4096,40960, 5/17/2024, 06:01:41.796,0.28736,908.0576,,,,,,
4097,40970, 5/17/2024, 06:01:51.797,0.28743,908.2788,,,,,,
4098,40980, 5/17/2024, 06:02:01.819,0.28731,907.8996,,,,,,
4099,40990, 5/17/2024, 06:02:11.842,0.2873,907.868,,,,,,
4100,41000, 5/17/2024, 06:02:21.864,0.28719,907.5204,,,,,,
4101,41010, 5/17/2024, 06:02:31.886,0.28738,908.1208,,,,,,
4102,41020, 5/17/2024, 06:02:41.164,0.28729,907.8364,,,,,,
4103,41030, 5/17/2024, 06:02:51.185,0.2873,907.868,,,,,,
4104,41040, 5/17/2024, 06:03:01.197,0.2873,907.868,,,,,,
4105,41050, 5/17/2024, 06:03:11.212,0.28728,907.8048,,,,,,
4106,41060, 5/17/2024, 06:03:21.233,0.28731,907.8996,,,,,,
4107,41070, 5/17/2024, 06:03:31.261,0.28738,908.1208,,,,,,
4108,41080, 5/17/2024, 06:03:41.285,0.28739,908.1524,,,,,,
4109,41090, 5/17/2024, 06:03:51.286,0.28733,907.9628,,,,,,
4110,41100, 5/17/2024, 06:04:01.307,0.28721,907.5836,,,,,,
4111,41110, 5/17/2024, 06:04:11.311,0.28721,907.5836,,,,,,
4112,41120, 5/17/2024, 06:04:21.335,0.28716,907.4256,,,,,,
4113,41130, 5/17/2024, 06:04:31.344,0.28721,907.5836,,,,,,
4114,41140, 5/17/2024, 06:04:41.364,0.28724,907.6784,,,,,,
4115,41150, 5/17/2024, 06:04:51.393,0.28729,907.8364,,,,,,
4116,41160, 5/17/2024, 06:05:01.411,0.28727,907.7732,,,,,,
4117,41170, 5/17/2024, 06:05:11.422,0.28737,908.0892,,,,,,
4118,41180, 5/17/2024, 06:05:21.433,0.28733,907.9628,,,,,,
4119,41190, 5/17/2024, 06:05:31.453,0.28736,908.0576,,,,,,
4120,41200, 5/17/2024, 06:05:41.480,0.28742,908.2472,,,,,,
4121,41210, 5/17/2024, 06:05:51.495,0.28741,908.2156,,,,,,
4122,41220, 5/17/2024, 06:06:01.512,0.28731,907.8996,,,,,,
4123,41230, 5/17/2024, 06:06:11.534,0.28724,907.6784,,,,,,
4124,41240, 5/17/2024, 06:06:21.560,0.28726,907.7416,,,,,,
4125,41250, 5/17/2024, 06:06:31.597,0.28736,908.0576,,,,,,
4126,41260, 5/17/2024, 06:06:41.599,0.28731,907.8996,,,,,,
4127,41270, 5/17/2024, 06:06:51.621,0.28737,908.0892,,,,,,
4128,41280, 5/17/2024, 06:07:01.627,0.28725,907.71,,,,,,
4129,41290, 5/17/2024, 06:07:11.652,0.28725,907.71,,,,,,
4130,41300, 5/17/2024, 06:07:21.675,0.28735,908.026,,,,,,
4131,41310, 5/17/2024, 06:07:31.698,0.28739,908.1524,,,,,,
4132,41320, 5/17/2024, 06:07:41.726,0.28733,907.9628,,,,,,
4133,41330, 5/17/2024, 06:07:51.747,0.28731,907.8996,,,,,,
4134,41340, 5/17/2024, 06:08:01.767,0.28734,907.9944,,,,,,
4135,41350, 5/17/2024, 06:08:11.792,0.28747,908.4052,,,,,,
4136,41360, 5/17/2024, 06:08:21.814,0.28737,908.0892,,,,,,
4137,41370, 5/17/2024, 06:08:31.837,0.28742,908.2472,,,,,,
4138,41380, 5/17/2024, 06:08:41.854,0.2874,908.184,,,,,,
4139,41390, 5/17/2024, 06:08:51.874,0.28738,908.1208,,,,,,
4140,41400, 5/17/2024, 06:09:01.152,0.28724,907.6784,,,,,,
4141,41410, 5/17/2024, 06:09:11.168,0.28737,908.0892,,,,,,
4142,41420, 5/17/2024, 06:09:21.193,0.28723,907.6468,,,,,,
4143,41430, 5/17/2024, 06:09:31.215,0.28722,907.6152,,,,,,
4144,41440, 5/17/2024, 06:09:41.238,0.2872,907.552,,,,,,
4145,41450, 5/17/2024, 06:09:51.264,0.28718,907.4888,,,,,,
4146,41460, 5/17/2024, 06:10:01.285,0.28712,907.2992,,,,,,
4147,41470, 5/17/2024, 06:10:11.308,0.28726,907.7416,,,,,,
4148,41480, 5/17/2024, 06:10:21.327,0.28719,907.5204,,,,,,
4149,41490, 5/17/2024, 06:10:31.352,0.28724,907.6784,,,,,,
4150,41500, 5/17/2024, 06:10:41.376,0.28728,907.8048,,,,,,
4151,41510, 5/17/2024, 06:10:51.400,0.28722,907.6152,,,,,,
4152,41520, 5/17/2024, 06:11:01.423,0.28722,907.6152,,,,,,
4153,41530, 5/17/2024, 06:11:11.440,0.28714,907.3624,,,,,,
4154,41540, 5/17/2024, 06:11:21.464,0.28717,907.4572,,,,,,
4155,41550, 5/17/2024, 06:11:31.477,0.28718,907.4888,,,,,,
4156,41560, 5/17/2024, 06:11:41.506,0.28727,907.7732,,,,,,
4157,41570, 5/17/2024, 06:11:51.529,0.28721,907.5836,,,,,,
4158,41580, 5/17/2024, 06:12:01.547,0.28719,907.5204,,,,,,
4159,41590, 5/17/2024, 06:12:11.560,0.28723,907.6468,,,,,,
4160,41600, 5/17/2024, 06:12:21.580,0.28725,907.71,,,,,,
4161,41610, 5/17/2024, 06:12:31.600,0.28728,907.8048,,,,,,
4162,41620, 5/17/2024, 06:12:41.627,0.28726,907.7416,,,,,,
4163,41630, 5/17/2024, 06:12:51.653,0.28723,907.6468,,,,,,
4164,41640, 5/17/2024, 06:13:01.677,0.28734,907.9944,,,,,,
4165,41650, 5/17/2024, 06:13:11.699,0.28735,908.026,,,,,,
4166,41660, 5/17/2024, 06:13:21.720,0.28736,908.0576,,,,,,
4167,41670, 5/17/2024, 06:13:31.735,0.28734,907.9944,,,,,,
4168,41680, 5/17/2024, 06:13:41.762,0.28734,907.9944,,,,,,
4169,41690, 5/17/2024, 06:13:51.786,0.28733,907.9628,,,,,,
4170,41700, 5/17/2024, 06:14:01.800,0.28733,907.9628,,,,,,
4171,41710, 5/17/2024, 06:14:11.817,0.28722,907.6152,,,,,,
4172,41720, 5/17/2024, 06:14:21.845,0.28715,907.394,,,,,,
4173,41730, 5/17/2024, 06:14:31.869,0.28719,907.5204,,,,,,
4174,41740, 5/17/2024, 06:14:41.889,0.28727,907.7732,,,,,,
4175,41750, 5/17/2024, 06:14:51.168,0.28737,908.0892,,,,,,
4176,41760, 5/17/2024, 06:15:01.189,0.28732,907.9312,,,,,,
4177,41770, 5/17/2024, 06:15:11.215,0.28734,907.9944,,,,,,
4178,41780, 5/17/2024, 06:15:21.234,0.2872,907.552,,,,,,
4179,41790, 5/17/2024, 06:15:31.258,0.2872,907.552,,,,,,
4180,41800, 5/17/2024, 06:15:41.284,0.28725,907.71,,,,,,
4181,41810, 5/17/2024, 06:15:51.305,0.2873,907.868,,,,,,
4182,41820, 5/17/2024, 06:16:01.334,0.28722,907.6152,,,,,,
4183,41830, 5/17/2024, 06:16:11.355,0.28725,907.71,,,,,,
4184,41840, 5/17/2024, 06:16:21.378,0.28721,907.5836,,,,,,
4185,41850, 5/17/2024, 06:16:31.399,0.28717,907.4572,,,,,,
4186,41860, 5/17/2024, 06:16:41.428,0.2872,907.552,,,,,,
4187,41870, 5/17/2024, 06:16:51.433,0.28721,907.5836,,,,,,
4188,41880, 5/17/2024, 06:17:01.463,0.28721,907.5836,,,,,,
4189,41890, 5/17/2024, 06:17:11.486,0.28726,907.7416,,,,,,
4190,41900, 5/17/2024, 06:17:21.506,0.28732,907.9312,,,,,,
4191,41910, 5/17/2024, 06:17:31.524,0.28726,907.7416,,,,,,
4192,41920, 5/17/2024, 06:17:41.548,0.2873,907.868,,,,,,
4193,41930, 5/17/2024, 06:17:51.571,0.28731,907.8996,,,,,,
4194,41940, 5/17/2024, 06:18:01.600,0.28726,907.7416,,,,,,
4195,41950, 5/17/2024, 06:18:11.617,0.28732,907.9312,,,,,,
4196,41960, 5/17/2024, 06:18:21.638,0.28729,907.8364,,,,,,
4197,41970, 5/17/2024, 06:18:31.660,0.2872,907.552,,,,,,
4198,41980, 5/17/2024, 06:18:41.686,0.2872,907.552,,,,,,
4199,41990, 5/17/2024, 06:18:51.687,0.28726,907.7416,,,,,,
4200,42000, 5/17/2024, 06:19:01.706,0.28726,907.7416,,,,,,
4201,42010, 5/17/2024, 06:19:11.725,0.28727,907.7732,,,,,,
4202,42020, 5/17/2024, 06:19:21.745,0.28732,907.9312,,,,,,
4203,42030, 5/17/2024, 06:19:31.766,0.28737,908.0892,,,,,,
4204,42040, 5/17/2024, 06:19:41.791,0.28735,908.026,,,,,,
4205,42050, 5/17/2024, 06:19:51.820,0.28732,907.9312,,,,,,
